Fuel Type Code,Station_Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,BEAM CHARGING,107 W 13th St,107 W 13TH ST; See valet attendant for instructions  on using the charging stations.,New York,NY,10011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.736949,-73.9977963,01.02.2019,51680,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,860 5th Ave,860 FIFTH AVE; See valet attendant to use the charging station.,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.769134,-73.968707,01.02.2019,51681,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,1081 3rd Ave,1081 3RD AVENUE; See Valet for instructions on using charging station.,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764341,-73.96408,01.02.2019,51682,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,375 Park Ave,SEAGRAMS BLDG; See valet attendant to use charging station.,New York,NY,10152,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.758462,-73.972211,01.02.2019,51683,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,122 W 3rd St,MINETTA GARAGE; See valet attendant for instructions on how to use the charging station.,New York,NY,10012,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.730485,-74.000728,01.02.2019,51686,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MP 225 LLC,100 Jay St,"NS1-100 JAY ST; Charger located in MPS parking garage level C, area 2A next to parking office",New York,NY,11201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7018205,-73.9868238,01.02.2019,51687,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MP 225 LLC,225 Rector Pl,"NS1-225 RECTOR; First level of garage, east wall near garage cashier office",New York,NY,10280,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7092248,-74.0161545,01.02.2019,52290,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,445 Lafayette St,"ASTOR PLACE 1; See valet attendant to use charging station
ASTOR PLACE 2; See Valet attendant to use charging station.",New York,NY,10003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.729535,-73.991398,01.02.2019,53120,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,75 Park Place,"75 PARK PLACE; Enter parking garage by West Broadway, between Murray St and Park Place. See valet attendant to use charging station.",New York,NY,10007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7142163,-74.0106122,01.02.2019,53121,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GLENWOOD MGMT,330 West 39th Street,"CRYSTAL GREEN; Located in the Crystal Green garage, see valet attendant for access",New York,NY,10018,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7560286,-73.9926549,01.02.2019,53123,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MONTEFIOREMOSES,111 E 210th St,"MOSES; Located in the Montefiori Moses Center parking garage, Rochambeau entrance ",New York,NY,10467,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8797184,-73.8803938,01.02.2019,53124,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,204 E 80th St,"SFG GARAGE 1; To use the charging station, see the valet attendant.
SFG GARAGE 2; To use the charging station, see valet attendant.",New York,NY,10075,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.774703,-73.956695,01.02.2019,53125,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,400 E 84TH ST,"STRATHMORE 1; See valet attendant to use charging station
STRATHMORE 2; See valet attendant to use charging station",New York,NY,10028,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.775377,-73.950411,01.02.2019,53448,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,400 W 12th St,SUPERIOR INK 1; See valet attendant to use charging station.,New York,NY,10014,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.73738,-74.0093738,01.02.2019,53449,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,325 North End Ave,TRIBECA GREEN 1; See valet attendant to use charging station,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.71695,-74.014948,01.02.2019,53451,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,1 Pennsylvania Plaza,ICON-1 PENN PLA; See valet attendant for charging station,New York,NY,10119,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.75147,-73.9927795,01.02.2019,56001,2019-02-01 10:04:02 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CARCHARGING,225 W 49th St,"GMC 225 W 49 #1; To use charging station, please see valet attendant.",New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.761376,-73.985273,01.02.2019,56059,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,113 E 84th St,"GMC - BELMONT 1; See valet attendant to use charging station.
GMC - BELMONT 2; See valet attendant to use charging station",New York,NY,10028,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.778787,-73.957486,01.02.2019,56061,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,400 W 43rd St,"MANHATTAN PLAZ1; See valet attendant to use charging station
MANHATTAN PLAZ2; See valet attendant to use the charging station",New York,NY,10036,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.759104,-73.992644,01.02.2019,56090,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,250 E 53rd St,THE VENETO 2; See valet attendant to use the charging station.,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7568399,-73.9675916,01.02.2019,56096,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING,350 E 30th St,CENTRAL PKG #2; See valet attendant to charge your vehicle.,New York,NY,10016,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.741368,-73.975668,01.02.2019,56142,2019-02-01 10:04:02 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,MP 102 LLC,1214 Fifth Avenue,MP 102 LLC; -,New York,NY,10029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7912673,-73.9520388,01.02.2019,58234,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Port Authority Bus Terminal,625 8th Ave,,New York,NY,10018,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,200-8,40.756177,-73.990558,03.05.2018,65287,2019-01-17 00:33:46 UTC,J,,,01.04.2018,,,,,J1772,US,,,,Public,,public,,
ELEC,PANYNJ,E End Rd La Guardia Airport,"LGA E GARAGE W1; LGA East Garage, West End",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7707522,-73.866327,01.02.2019,68795,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PANYNJ,E End Rd La Guardia Airpot,"LGA E GARAGE C1; LGA East garage, center section",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7703297,-73.8656832,01.02.2019,68801,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PANYNJ,E End Rd,"LGA E GARAGE E1; LGA East Garage, East end",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7699965,-73.8650932,01.02.2019,68802,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,EDISONPARKFAST,92 Livingston St,LOC # 75,new york,NY,11201,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6909201,-73.9904641,01.02.2019,69709,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BMW MANHATTAN,601-605 W 55th St,CHAPMAN STAT01; -,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7692913,-73.9925407,01.02.2019,72470,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BMW MANHATTAN,555 W 57th St,FAST CHARGER 01; 2nd Floor Garage,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7704109,-73.9906549,01.02.2019,72472,2019-02-01 10:04:02 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,
ELEC,Imperial Garage - 340 East 34th St - Station 1,342  E 34th St,,New York,NY,10016,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7440113,-73.9741155,01.02.2019,72817,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,The Centra - Imperial Parking - Station 2,100  W 89th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7884204,-73.9710821,01.02.2019,72821,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 222 E 65th St- Station 1,222  E 65th St,,New York,NY,10065,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7646162,-73.9622283,01.02.2019,72888,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 58 West 58th St- Station 2,58  W 58th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7646555,-73.97610053,01.02.2019,72895,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 154 E 53rd St- Station 2,154  E 53rd St,,New York,NY,10022,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.757807,-73.970226,01.02.2019,72904,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC Parking - 200 Cabrini Blvd - Station 1,200  Cabrini Blvd,,New York,NY,10033,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.854575,-73.938954,01.02.2019,72906,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,The Centra - Imperial Parking - Station 1,100  W 89th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7884204,-73.9710821,01.02.2019,72910,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC - 200 CENTRAL PARK SOUTH- STATION 2,200  Central Park S,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7667193,-73.9795327,01.02.2019,72911,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 58 West 58th St- Station 1,58  W 58th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.764623,-73.976181,01.02.2019,72914,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 146 W 57th St - Station 2,146  W 57th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.764609,-73.979542,01.02.2019,72915,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 222 E 65th St- Station 2,222  E 65th St,,New York,NY,10065,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7646162,-73.9622783,01.02.2019,72916,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 115 E 87th St- Station 2,115  W 87th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.787599,-73.972115,01.02.2019,72919,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC - Laureate Garage #1,2148  Broadway,,New York,NY,10023,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7813096,-73.9808336,01.02.2019,72922,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC - 8 E 83RD ST-STATION 2,8  E 83rd St,,New York,NY,10028,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7790291,-73.9609047,01.02.2019,72927,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC - 8 E 83RD ST-STATION 1,8  E 83rd St,,New York,NY,10028,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7790291,-73.9609047,01.02.2019,72949,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CENTRAL PARKING - STATION 2,345  W 58th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.768946,-73.98415,01.02.2019,72950,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 154 E 53rd St- Station 1,154  E 53rd St,,New York,NY,10022,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.75790859,-73.97065515,01.02.2019,72965,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 146 W 57th St - Station 1,146  W 57th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.764609,-73.979512,01.02.2019,72968,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Imperial Garage - 300 W 55th St- Station 2,300  W 55th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.765153,-73.984122,01.02.2019,72982,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Imperial Garage - 300 W 55th St- Station 1,300  W 55th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.765153,-73.98434731,01.02.2019,73020,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC Parking - Travelers Garage,200  Cabrini Blvd,,New York,NY,10033,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.73431396,-74.00195313,01.02.2019,73025,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Coliseum Park Apts - Central Parking - Station 1,345  W 58th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.768946,-73.98412,01.02.2019,73030,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC - Laureate Garage #2,2148  Broadway,,New York,NY,10023,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7813096,-73.9808836,01.02.2019,73032,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Central Parking - 115 E 87th St -  Station 1,115  W 87th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.787599,-73.972015,01.02.2019,73040,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC - 200 CENTRAL PARK SOUTH- STATION 1,200  Central Park S,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7667193,-73.9795827,01.02.2019,73059,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Imperial Garage - 340 East 34th St - Station 2,342  E 34th St,,New York,NY,10016,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7440113,-73.9741155,01.02.2019,73118,2019-02-01 10:37:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,United Parcel Service,643 W 43rd St,,New York,NY,10036,,,E,,Private,,,,,,,2,,,,,200-8,40.762442,-74.000055,08.11.2018,74648,2019-01-17 00:33:46 UTC,P,,,01.03.2016,,,,,J1772,US,,,,Privé,,private,,
ELEC,Manhattan Plaza Parking,427 W 42nd St,Located by the office,New York,NY,10036,,212-279-5213,E,,Public,24 hours daily,,,,,,,1,,,,200-8,40.758936,-73.993842,05.06.2018,76683,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,CHADEMO,US,,,,Public,,public,,
ELEC,ALBANESE ORG,95 North End Ave,NS1-211NORTHEND,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7151023,-74.0163292,01.02.2019,77132,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,ALBANESE ORG,20 River Terrace,"NS1-20RIVER TER
THE SOLAIRE ST1",New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,,,,2,1,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.716604,-74.016103,01.02.2019,77133,2019-02-01 10:04:02 UTC,,,,,,,,,J1772 J1772COMBO,US,,,,Public,,public,,
ELEC,ALBANESE ORG,77 W 24th St,NS1-77 W24TH ST,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7435617,-73.9918929,01.02.2019,77134,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,COHEN BROTHERS,475 Park Ave S,475 PARK AVE S; -,New York,NY,10016,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7453718,-73.9821073,01.02.2019,79843,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,776 Avenue of the Americas,"777 SIXTH AVE; Enter parking garage on 26th Ave, between 6th ave and Broadway (North Side). See valet attendant to use charging station.",New York,NY,10001,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7449139,-73.9910276,01.02.2019,80061,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,COHEN BROTHERS,750 Lexington Ave,750 LEXINGTON; -,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7628984,-73.9683267,01.02.2019,82314,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,COHEN BROTHERS,3 E 54th St,E 54TH ST 01; -,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7609595,-73.9746494,01.02.2019,82318,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEAM CHARGING,750 Columbus Ave,750 COLUMBUS AV; See valet attendant for instructions on how to use charging station.,New York,NY,10025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.793416,-73.967719,01.02.2019,88787,2019-02-01 10:04:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Spectrum,401 W 219th St,,New York,NY,10034,,866-816-7584,E,,Public,Office business hours; for employee and guest use only,,,,,,8,,,EV Connect,http://evconnect.com/,200-8,40.87121,-73.911616,03.05.2018,94854,2019-01-17 00:33:46 UTC,P,,,27.06.2016,,,,,J1772,US,,,,Public,,public,,
